LocationFromNERflair,policereport_id
Charlottenburg,501
Märkisches Viertel,502
Eichhorster Weg,502
Schöneberg,503
Hauptstraße,503
Erkstraße,504
Karl-Marx-Straße,504
Michelangelostraße,505
Prenzlauer Berg,505
Greifswalder Straße,505
Johannisthal,506
Hermann-Gladenbeck-Brücke,506
Segelfliegerdamm,506
Kreuzberg,507
Skalitzer Straße,507
Berlin,507
Johannisthal,508
Hermann-Gladenbeck-Brücke,508
Segelfliegerdamm,508
Lankwitz,509
Malteser Straße,509
Am Kiesteich,510
Spandau,510
Storkower Straße,511
Kreuzberg,512
Kladow,512
Kladower Damm,512
Zehlendorf,514
Teltower Damm,514
Hindenburgdamm,514
Wilmersdorf,515
Helmstedter Straße,515
Deutschland,515
Liebigstraße,516
Rigaer,516
Eldenaer Höfen,516
Samaritastraße,516
Friedrichshain,516
Proskauer Straße,516
Spandau,517
Rathaus Spandau,517
Alfred-Jung-Straße,518
Möllendorffstraße,518
Fennpfuhl,518
Storkower Straße,518
Landsberger Allee,519
Prenzlauer Berg,519
Otto-Ostrowski-Straße,519
Hausburgstraße,519
Tempelhofer Damm,520
Tempelhof,520
Manfred-von-Richthofen-Straße,520
Berlin,521
Charlottenburg,522
Suarezstraße,522
Blücherstraße,523
Lindenstraße,523
Mehringdamm,523
Zossener Straße,523
Kreuzberg,523
Schillingbrücke,524
Friedrichshain,524
Brunnenstraße,525
Gesundbrunnen,525
Friedrichshain,526
Am Ostbahnhof,526
Reinickendorf,527
Britz,528
Sophie-Charlotten-Straße,528
Berlin,528
Andreasberger Straße,528
Marienfelde,529
Marienfelder Allee,529
Malteser Straße,529
Berlin,529
Otto-Marquardt-Straße,530
Fennpfuhl,530
Landsberger Allee,531
Bernhard-Lichtenberg-Straße,531
Conrad-Blenkle-Straße,531
Landberger Straße,531
Ebertystraße,531
Kochhannstraße,531
Friedrichshain,531
Prenzlauer Berg,531
Martin-Luther-Straße,532
Bayrischen Platz,532
Weinbergspark,533
Räuschstraße,533
Neukölln,533
Marzahn,533
Prenzlauer Berg,533
Borsigwalde,533
Schierker Straße,534
Neukölln,534
Gropiusstadt,535
Lipschitzallee,535
Spandau,537
Columbiadamm,537
Aalemannufer,537
Tempelhof,537
Hennigsdorf,537
Tegel,538
Berliner Straße,538
Hermsdorf,539
Hannemannstraße,540
Britz,540
Buschkrugallee,540
Großbeerenstraße,541
Mariendorf,541
Berlins,542
Berlin,542
Rönnestraße,543
Charlottenburg,543
Kurfürstendamm,543
Suzuki Wagon,543
Porsche Panamera,543
Knesebeckstraße,543
Neukölln,544
Poelchaustraße,545
Marzahn,545
Lichtenberg,546
Kietzer Weg,546
Boddinstraße,547
Neukölln,547
Marienfelde,548
Mariendorfer Damm,548
Motzener Straße,548
Titlisweg,548
Mariendorf,548
Campestraße,549
Tegel,549
Gabrielenstraße,549
Bismarckstraße,550
Charlottenburg,550
Glasower Straße,551
Neukölln,551
Bendastraße,551
Köpenick,552
Müggelschlößchenweg,552
Wedding,553
Reinickendorf,554
Residenzstraße,554
Prerower Platz,555
Hohenschönhausen,555
Pankow,556
Mühlenstraße,556
Altglienicke,557
Paradiesstraße,557
Park and Ride,557
Mackenroder Weg,558
Jahnstraße,558
Marzahn,559
Tiergartentunnel,560
Potsdamer Straße,560
Wedding,560
Marchlewskistraße,561
Friedrichshain,561
Warschauer Straße,561
Boxhagener Straße,561
Bergstraße,562
Ackerstraße,562
Brunnenstraße,562
Brunnen,562
Invalidenstraße,562
Kreuzberg,563
Ernst-Heilmann-Steig,563
Treptow,563
Königstraße,564
Wannsee,564
Britz,565
Rotschwanzweg,565
Klever Straße,566
Bellermannstraße,566
Gesundbrunnen,566
Lichtenberg,567
Sickingenstraße,568
Tresenkasse,568
Ufnaustraße,568
Kreuzberg,569
Stresemannstraße,569
Halleschen Straße,569
Seeburger Weg,570
Sonnenallee,571
Pannierstraße,571
Neukölln,571
Straßmannstraße,572
Friedrichshain,572
Neu-Hohenschönhausen,573
Gehrenseestraße,573
Krausenstraße,574
Leipziger Straße,574
Liebermannstraße,575
Weißensee,575
Berliner Straße,575
Marzahn,576
Otto-Braun-Straße,577
Mollstraße,577
Seume,579
Gryphiusstraße,579
Wühlischstraße,579
Friedrichshain,579
Warschauer Straße,579
Spandau,580
Stabholzgarten,580
Karl-Marx-Straße,582
Neukölln,582
Streit,583
Lichterfelde,583
Hindenburgdamm,583
Unter den Eichen,584
Lichterfelde,584
Berlin,584
Perleberger Brücke,585
Perleberger Straße,585
Lehrter Straße,585
Mittelweg,586
Thomasstraße,586
Neukölln,586
Mörikestraße,587
Prenzlauer Berg,588
Wilhelmsruh,588
Wedding,588
Friedlander Straße,589
Adlershof,589
Galenusstraße,590
Pasewalker Straße,590
Pankow,590
Wilmersdorf,591
Helmstedter Straße,591
Messedamm,592
Am Westkreuz,592
Halenseestraße,592
Westend,592
Treskowallee,593
Edisonstraße,593
Karlshorst,593
Waldowallee,593
Koloniestraße,594
Luckenwalder Straße,594
Mehringdamm,594
Gesundbrunnen,594
Kreuzberg,594
Tempelhofer Ufer,594
Biesdorf,596
Schkeuditzer Straße,596
Oberfeldstraße,596
Hellersdorf,596
Alt-Friedrichsfelde,596
Reinickendorf,597
Lindauer Allee,597
Omnibusbahnhof,598
Charlottenburg,598
Kaiserdamm,598
Schmargendorf,599
Mecklenburgischen Straße,599
Zinnowitzer Straße,600
Chausseestraße,600
Karower Chaussee,601
Staaken,602
Blasewitzer Ring,602
Kreuzberg,603
Cuvrystraße,603
Görlitzer Straße,603
Cuvrystrraße,603
Tempelhof,604
Manteuffelstraße,604
Lankwitz,605
Paul-Schneider-Straße,605
Gallwitzallee,605
Kamenzer Damm,605
Charlottenburg,606
Panoramastraße,607
Charlottenburg,608
Olbersstraße,608
Kottbusser Tor,609
Prinzenstraße,609
Gitschiner Straße,609
Kreuzberg,609
Rot,609
Schwedenstraße,610
Gesundbrunnen,610
Exerzierstraße,610
Otto-Franke-Straße,611
Adlershof,611
Kreuzberg,612
Rudi-Dutschke-Straße,612
Charlottenstraße,612
Karower Chaussee,613
Landsberger Allee,614
Schleizer Straße,614
Plauener Straße,614
Alt-Hohenschönhausen,614
Andreasstraße,615
Lichtenberger Straße,615
An der Schillingbrücke,615
Holzmarkstraße,615
Friedrichshain,615
Rot,615
Friedrichshain,616
Boxhagener Platz,616
Silvio-Meier-Straße,616
Modersohnstraße,616
Mittelstraße,617
Friedrichstraße,617
Franz-Künstler-Straße,618
Kreuzberg,618
Alte Jakobstraße,618
Späthstraße,619
Baumschulenstraße,619
Baumschulenweg,619
Spandau,620
Stresowstraße,620
Wedding,621
Louise-Schröder-Platzes,621
Alten,622
Mulackstraße,622
Linienstraße,622
Schönhauser Straße,622
Reinickendorf,623
Berlin,623
Friedrichsfelde,624
Adlershof,624
Alt-Friedrichsfelde,624
Nipkowstraße,624
Rosenfelder,624
Breite Straße,625
Pankow,625
Charlottenburg,626
Fritz-Erler-Allee,627
Gropiusstadt,627
Alt-Treptow,628
Elsenstraße,628
Bucher Straße,629
Französisch-Buchholz,629
Ilsenstraße,630
Neukölln,630
Jonasstraße,630
Senftenberger Ring,631
Märkischen Viertel,631
Wilhelmsruher Damm,631
Berlin,631
Wedding,631
Charlottenburg-Nord,632
Luxemburger Straße,633
Dahlem,634
Habelschwerdter Allee,634
Thielallee,634
Brümmerstraße,634
Kiefholzstraße,635
Sonnenallee,635
Baumschulenstraße,635
Baumschulenweg,635
Rosenthaler Wegs,636
Rosenthaler Weg,636
Mühlenstraße,636
Prenzlauer Berg,637
Albertinenstraße,637
Schloßstraße,638
Kopenhagener Straße,639
Wilhelmsruh,639
Poelchaustraße,640
Marzahn,640
Wilmersdorf,641
Berliner Straße,641
Chaussee,642
Pflugstraße,642
Schwartzkopffstraße,642
Weißensee,643
Berliner Allee,643
Charlottenburg,644
Windscheidstraße,644
Friedrichsfelde,645
Am Tierpark,645
Alfred-Kowalke-Straße,645
Falkenhagener Feld,646
Am Kiesteich,646
Großen Spektesees,646
Kochstraße,647
Kreuzberg,647
Friedrichstraße,647
Mulackstraße,648
Zoologischer Garten,649
Charlottenburg,649
Schöneberg,650
Tauentzienstraße,650
Nürnberger Straße,650
Augsburger Straße,650
Johann-Landefeldt-Straße,651
Kladow,651
Ritterfelddamm,651
Gatow,651
Französischen Straße,652
Hirtenstraße,653
Mariendorfer Damm,654
Tempelhof,654
Mariendorf,654
Turmstraße,655
Berlin,656
Wilmersdorf,657
Berliner Straße,658
Maximilianstraße,658
Pankow,658
Krügerstraße,659
Pankow,659
Kreuzberg,660
Reichenberger Straße,660
Amrumer Straße,661
Antwerpener Straße,661
Togostraße,661
Wedding,661
Seestraße,661
Wedding,662
Otto-Rosenberg-Straße,663
Marzahn,663
Bernauer Straße,664
Gesundbrunnen,664
Thaliaweg,665
Lankwitz,665
Soldiner Straße,666
Grüntaler Straße,666
Schützenstraße,667
Charlottenstraße,667
Leipziger Straße,667
Charlottenburg,668
Jungfernheide,668
Olbersstraße,668
Marzahn,669
Bayerischer Platz,670
Hildburghauser Straße,671
Marienfelde,671
Steinmetzstraße,672
Gotzkowskystraße,673
Zwinglistraße,673
Bismarckstraße,674
Kissinger Straße,674
Steglitz,674
Sachsenwaldstraße,674
Kreuzberg,675
Markgrafenstraße,675
Hugo-Heimann-Straße,676
Gropiusstadt,676
Oberschöneweide,677
Rummelsburger Landstraße,677
Wuhlheide,677
Parsevalstraße,677
Oberfeldstraße,678
Schkeuditzer Straße,678
Biesdorf,678
Louis-Lewin-Straße,678
Wriezener Straße,679
Osloer,679
Berlin,679
Gesundbrunnen,679
Grüntaler Straße,680
Am Baltenring,681
Hellersdorf,681
Charlottenburg,682
Gasteiner Straße,682
Sächsischen Straße,682
Siegfried,683
Lichtenberg,683
Martinshorn,683
Rüdigerstraße,683
Friedrichshain,684
Friedenstraße,684
Runebergweges,685
Kladow,685
Kladower Damm,685
Oranienburger Straße,686
Berlin-Tempelhof,687
St. Michael-Friedhof,687
Berlin,687
Berlin-Tiergarten,687
Keithstraße,687
Neukölln,687
Gottlieb-Dunkel-Str,687
Weichselplatz,687
Bernauer Straße,688
Scheidemann,688
Ackerstraße,688
Yitzhak-Rabin-Straße,688
Scheidemannstraße,688
Berlin,688
Dorotheenstraße,688
Großer Stern,688
Heinrich-von-Gagern-Straße,688
Ebertstraße,688
Behrenstraße,688
Streckfußstraße,689
Pankgrafenstraße,689
Karow,689
Schönhauser Allee,690
Elli-Voigt-Straße,691
Fennpfuhl,691
Döhringstraße,692
Revaler Ecke,692
Friedrichshain,692
Friedrichshain,693
Boxhagener Straße,693
Humboldthain,694
Grüntaler Straße,695
Spandauer Damms,696
Charlottenburg,696
Sophie-Charlotte-Straße,696
Westend,696
Grunewald,697
Hüttenweg,697
Nikolassee,697
Ohlauerstraße,698
Kreuzberg,698
Bremer Straße,699
Landsberger Allee,700
Blumberger Damm,700
Mehrower Allee,700
Marzahn,700
Raoul-Wallenberg-Straße,700
Märkische,700
Wannsee,701
Britz,702
Fritz-Reuter-Allee,702
Kreuzberg,703
Alexandrinenstraße,703
Kottbusser Tor,705
Friedrichhain,705
Görlitzer Bahnhof,705
Görlitzer Park,705
Eichhorster Weg,706
Märkischen Viertel,706
Brandenburg,707
Berlin,707
Reichenberger Straße,708
Kreuzberg,709
Gneisenaustraße,709
Mehringdamm,709
Rummelsburg,710
Friedrichshain,711
Warschauer Straße,711
Landsberger Allee,712
Petersburger Straße,712
Matthiasstraße,712
Fußgängerfurt,712
Friedrichshain,712
Rot,712
Stephanstraße,713
Steglitz,713
Rathausstraße,714
Alexanderplatz,714
Oberschöneweide,715
Griechische Allee,715
Turmstraße,716
Landsberger Allee,717
Marzahn,717
Blumberger Damm,717
Einemstraße,718
Tiergarten,718
Kurfürstenstraße,718
Alexanderplatz,720
Krefelder Straße,721
Oranienburger Straße,722
Reinickendorf,722
Friedenfelser Straße,723
Neukölln,724
Charlottenburg,725
Uhlandstraße,725
Hindenburgdamm,726
Rochstraße,727
Berlin,727
Dircksen,727
Mommsenstraße,727
Dietzgenstraße,728
Niederschönhausen,728
Hermann-Hesse-Straße,728
Spandau,729
Westend,729
Berlin,729
Siemensstadt,729
Deutschland,729
Tempelhof,729
Pankow,729
Italien,729
Kreuzberg,729
Müggelheim,729
Friedenau,730
Hohenschönhausen,730
Bohnsdorf,730
Reinickendorf,730
Buch,730
Kreuzberg,730
Hellersdorf,730
Niederschöneweide,730
Marzahn,730
Kottbusser Tor,731
Kreuzberg,731
Spandau,732
Heerstraße,732
Kantstraße,733
Wilmersdorfer Straße,733
Charlottenburg,733
Residenzstraße,734
Attilaplatz,735
Tempelhof,735
Attilastraße,735
Kurfürstendamm,736
Grunewald,736
Grün,737
Britz,737
Britzer Damm,737
Blaschkoallee,737
Prenzlauer Berg,738
Storkower Straße,738
Müggelheimer Straße,739
Adlershof,739
Grünen Trift,739
Grüne Trift,739
Nipkowstraße,739
Lange Brücke,739
Köpenick,739
Landsberger Allee,740
Berlin,740
Pankow,740
Friedrichshain,740
Prenzlauer Berg,740
Hanns-Eisler-Straße,741
Prenzlauer Berg,741
Brandenburg,742
Fürstenwalder Damm,742
Friedrichshagen,742
Hartlebenstraße,742
Branitzer Straße,743
Louis-Lewin-Straße,743
Hellersdorf,743
Marzahn,744
Paulstraße,745
Alt-Moabit,745
Lauterberger Straße Flammen,746
Britz,746
Treseburger Ufer,746
Berlin,747
Köpenick,748
Salvador-Allende-Straße,748
Zehlendorf,749
Potsdamer Straße,749
Mahlsdorfer Straße,750
Köpenick,750
Johann-Sigismund-Straße,751
Berlin,751
Halensee,751
Prenzlauer Berg,752
Paul-Robeson-Straße,752
Driesener Straße,752
Waldsassener Straße,753
Marienfelde,753
Charlottenburg,754
Lichtenberg,755
Ostkreuz,755
August-Lindemann-Straße,756
Prenzlauer Berg,756
Neuköllner Hasenheide,757
Britz,758
Buschkrugallee,758
Hannemannstraße,758
Riesestraße,758
Neuköllner Oderstraße,758
Sigismundkorso,759
Frohnau,759
Maximiliankorso,759
Mohriner Allee,760
Britz,760
Kreuzberg,761
Prinzenstraße,761
Max-Lingner-Straße,762
Pankow,762
Arnold-Zweig-Straße,762
Tegel,763
Kreuzberg,763
Zehlendorf,763
Berlin,763
Liebermannstraße,764
Weißensee,764
Piesporter Straße,764
Berliner Allee,764
Oranienstraße,765
Lindenstraße,765
Rudi-Dutschke-Straße,765
Markgrafenstraße,765
Kreuzberg,765
Asternplatz,766
Lichterfelde,766
Quitzowstraße,767
Moabit,767
Wedding,768
Armenischen Straße,768
Arkonastraße,769
Binzstraße,769
Pankow,769
Heinersdorf,769
Kreuzberg,770
May-Ayim-Ufer,770
Spandau,771
Klosterstraße,771
Jadestraße,771
Plänterwald,772
Bergaustraße,772
Mahlsdorf,773
Hönower Straße,773
Wolfener Straße,774
Michaelkirchstraße,774
Reinickendorfer Straße,774
Köpenicker Straße,774
Osloer Straße,774
Schulstraße,774
Nordring,774
Schwedenstraße,774
Residenzstraße,774
Michaelkirchstraße,775
Köpenicker Straße,775
Flammen,776
Wilmersdorf,776
Nord,776
Hohenzollerndamm,776
Charlottenburg,778
Westend,778
Wilhelmstadt,779
Adamstraße,779
Oranienstraße,780
Jannowitzbrücke,780
Heinrich-Heine-Platz,780
Kreuzberg,780
Alexanderplatz,780
Schloßstraße,781
Steglitz,781
Wendenschloßstraße,782
Köpenick,782
Simon-Dach-Straße,783
Rummelsburg,784
Weitlingstraße,784
Wedding,785
Hellersdorfer Promenade,786
Straßmannstraße,787
Friedrichshain,787
Petersburger Straße,787
Fritz-Erler-Allee,788
Britz,788
Grüner Weg,788
Niederschönhausen,789
Berlin,789
Kummerower Ring,790
Hellersdorf,790
Pankstraße,791
Rosa-Luxemburg-Platz,792
Moabit,792
Torstraße,792
Alte Schönhauser Straße,792
Invalidenstraße,792
Osloer Straße,793
Gesundbrunnen,793
Turiner Straße,794
Maxstraße,794
Wedding,794
Weißensee,795
Damerowstraße,796
Breite Straße,796
Pankow,796
Haselhorst,797
Lüdenscheider Weg,797
Haselhorster Damm,797
Charlottenburg,798
Otto-Suhr-Allee,798
Späthstraße,799
Forsthausallee,799
Baumschulenweg,799
Aalemannufer,800
Niederneuendorfer Allee,800
Ostbahnhof,801
Warschauer Straße,801
Blücherstraße,802
Kreuzberg,802
Zossener Straße,802
Mehringdamm,802
Steglitz,803
Bismarckstraße,803
Feuerbachstraße,803
Knaus,803
Feuerbach,803
Friedrich-Krause-Ufer,804
Friedrichshain,805
Revaler Straße,805
Straßmannstraße,806
Friedrichshain,806
Berlin,806
Nordrhein-Westfalen,807
Friedrichshain,807
Berlin,807
Mühlenstraße,807
Kreuzberg,808
Skalitzer Straße,808
Hermsdorfer Damm,809
Heinestraße,809
Hermsdorf,809
Wittenau,810
Wittenauer Straße,810
Friedrichsfelde,811
Einbecker Straße,811
Magazinstraße,812
Alexanderstraße,812
Schöneberg,813
Tempelhof,814
Paradestraße,814
Torstraße,816
Karl-Liebknecht Straße,816
Prenzlauer Allee,816
Mollstraße,816
Töpchiner Weg,817
Lichtenrade,817
Buckower Damm,817
Ringlebenstraße,817
Gerlinger Straße,817
Soldiner Straße,817
Rot,817
Friedrichshain,818
Berlin,818
Mühlenstraße,818
Parchimer Allee,819
Neukölln,819
Tiergarten,820
Potsdamer Straße,820
Glasower Straße,821
Neukölln,821
Gesundbrunnen,822
Katzbachstraße,823
Dudenstraße,823
Berlin-Kreuzberg,823
Kreuzberg,823
Golßener Straße,823
Schierker Straße,824
Neukölln,824
Birkbuschstraße,825
Zehlendorf,825
Steglitz,825
Gülzower Straße,826
Hellersdorf,826
Hellersdorfer Straße,827
Hellersdorf,827
Schöneberg,828
Pestalozzistraße,829
Charlottenburg,829
Kaiser-Friedrich-Straße,829
Britz,830
Berlin,830
Lahnstraße,830
Rudow,830
Neukölln,830
Zionskirchstraße,831
Bornholmer Straße,832
Prenzlauer Berg,832
Schönhauser Allee,832
Mühlenstraße,832
Treptower Straße,833
Stuttgarter Straße,833
Sonnenallee,833
Neukölln,833
Schöneberg,834
Potsdamer Straße,834
Pallasstraße,834
Reiherallee,835
Heiligenseestraße,835
Heiligensee,835
Schulzendorfer Straße,835
Waldsassener Straße,836
Berlin,836
Marienfelde,836
Tirschenreuther Ring,836
Wiesauer Straße,836
Wexstraße,837
Innsbrucker Platz,837
Neukölln,837
An der Wuhlheide,838
Adlershof,838
Rathenaustraße,838
Firlstraße,838
Oberschöneweide,838
Nipkowstraße,838
Landsberger Allee,839
Rhin,839
Wollenberger Straße,839
Adlershof,839
Nipkowstraße,839
Wartenberger Straße,839
Marzahner Straße,839
Rhinstraße,839
Alt-Hohenschönhausen,839
Spandau,840
Radelandstraße,840
Osloer Straße,841
Gesundbrunnen,841
Brand,842
Florastraße,842
Pankow,842
Alten,843
Schönhauser Straße,843
Reinickendorf,844
Ollenhauerstraße,844
Hermannstraße,845
Berlin,845
Neukölln,845
Kantstraße,846
Wilmersdorfer Straße,846
Charlottenburg,846
Schöneberg,847
Innsbrucker Platz,847
Suhler Straße,848
Gothaer Straße,848
Hellersdorf,848
Oberschöneweide,849
Rummelsburger Landstraße,849
Wedding,850
Limburger Straße,850
Kantstraße,851
Charlottenburg,851
Wilmersdorf,852
Wexstraße,852
Detmolder Straße,852
Mentzelstraße,853
Köpenick,853
Martha-Arendsee-Straße,854
Marzahn,854
Wendenschloßstraße,855
Torweg,856
Heidebergplan,856
Buckow,857
Marienfelder Chaussee,857
Buckower Damm,857
Drusenheimer Weg,857
Berlin-Mariendorf,858
Wild West,858
Prinzenallee,859
Prenzlauer Berg,860
Tempelhof,861
Parnemannweg,862
Spandau,862
Quitzowstraße,863
Moabit,863
Trusetaler Straße,864
Marzahn,864
Mehrower Allee,864
Liebensteiner Straße,864
Märkischen Allee,864
Tegel,865
Falkenhagener Feld,866
Am Kiesberg,866
Lichtenrade,867
Barnetstraße,867
Lichtenrader Damm,867
Damms,867
Grün,867
Groß-Ziethener Straße,867
Rot,867
Osloer Straße,868
Pankstraße,868
Schwedenstraße,868
Martin-Luther-Straße,869
Schöneberg,869
An der Urania,869
Hohenstaufenstraße,869
Nachodstraße,869
Prinzenallee,870
Reinickendorf,870
Gesundbrunnen,870
Passauer Straße,871
Spandau,872
Berlin,872
Seegefelder Straße,872
Osloer Straße,873
Pasewalker Straße,874
Neumannstraße,874
Pankow,874
Mühlenstraße,874
Sandkrugbrücke,875
Invalidenstraße,875
Schwedter Straße,876
Mauerpark,876
Hermannstraße,877
Neukölln,877
Seydlitzstraße,878
Moabit,878
Fritz-Schloß-Park,878
Quitzowstraße,879
Bulgarischen Straße,880
Plänterwald,880
Prenzlauer Berg,881
Prenzlauer Allee,881
Danziger Straße,881
Wönnichstraße,882
Lückstraße,882
Rummelsburg,882
Möllendorfstraße,883
Lichtenberg,883
Möllendorffstraße,883
Frankfurter Allee,883
Falkenberg,884
Hessischen Straße,885
Schinkestraße,886
Neukölln,886
Kottbusser Damm,886
Passauer Straße,887
Schöneberg,887
Berlin,887
Kreuzberg,888
Ohlauer Straße,888
Anna-Seghers-Straße,889
Adlergestell,889
Glienicker Wegs,889
Lichtenrade,890
Barnetstraße,890
Gotthardstraße,891
Spanien,891
Gesundbrunnen,891
Kreuzberg,892
Görlitzer Park,892
Friedrichshain,893
Revaler Straße,893
Schöneberg,894
Potsdamer Straße,894
Potsdamer Brücke,894
Kurfürstenstraße,894
Oberschöneweide,895
Rudolf-Rühl-Allee,895
An der Wuhlheide,895
Weichselplatz,896
Berlin,896
Keithstraße,896
Karlstraße,897
Mahlsdorf,897
Berlin,897
Kühleweinstraße,898
Pankower Allee,898
Reinickendorf,898
Wadzeckstraße,899
Voigtstraße,900
Frankfurter Allee,900
Mühlenstraße,900
Friedrichshain,900
Strausberger Platz,900
Weichselplatz,901
Neukölln,901
Lobeckstraße,902
Kreuzberg,902
Wassertorstraße,902
Pasewalker Straße,903
Niederschönhausen,903
Blankenburger Straße,903
Lindenberger Straße,903
Alt-Hohenschönhausen,904
Oranienburger Straße,905
Wilhelmsruher Damm,905
Wittenau,905
Senftenberger Ring,905
Rot,906
Danckelmannstraße,906
Charlottenburg,906
Grunewald,907
Hüttenweg,907
Nikolassee,907
Antonienstraße,908
Reinickendorf,908
Flammen,909
Reinickendorf,909
Residenzstraße,909
Weißenhöher Straße,910
Biesdorf,910
Berlin,910
Tempelhofer Feldes,911
Tempelhofer Damm,911
Tempelhof,911
Neukölln,911
Oranienburger Straße,912
Reinickendorf,913
Wilhelmstraße,915
Hannah-Ahrendt-Straße,915
Glinka,915
Behrenstraße,915
Glinkastraße,915
Rot,916
Danckelmannstraße,916
Charlottenburg,916
Fritzi-Massary-Straße,917
Neukölln,917
Berlin,918
Brand,920
Schöneberg,920
Matthäifriedhofsweg,920
Marzahn,921
Ahrensfelder Chaussee,921
Selgenauer Weg,922
Rudow,922
Warthestraße,922
Neukölln,922
Moabit,923
Bugenhagenstraße,923
Berlin,923
Turmstraße,923
Dominicusstraße,924
Sachsendamm,924
Schöneberg,924
Werdauer Weg,924
Tempelhof,924
Schöneberger Straße,924
Hauptstraße,924
Pasewalker Straße,925
Pankow,925
Emdener Straße,926
Kurfürstendamm,927
Rönnestraße,927
Charlottenburg,927
Georg-Wilhelm-Straße,927
Kreuzberg,928
Israel,928
Schönleinstraße,928
Britz,929
Alboinstraße,929
Sachsendamm,929
Schöneberg,929
Tempelhof,929
Reinickendorf,930
Berlin,931
Görlitzer Park,931
Neu-Hohenschönhausen,931
Gesundbrunnen,931
Neukölln,931
Okerstraße,932
Neukölln,932
Leinestraße,932
Wilhelmsruher Damm,933
Dannenwalder Weg,933
Wittenau,933
Finsterwalder Straße,933
Eichhorster Weg,933
Kreuzberg,934
Graefestraße,934
Urbanstraße,934
Grünberger Straße,935
